item_id,name,cuisine
Ttr7zkCUwGY0FxlRAEHopQ,Won Mi,korean
hdxDwMNNfclcUVYLX-cN_Q,Jenni Pho,vietnamese
7wAVAwwgzIJ9_uGSM4s_Fg,Taza Indian Kitchen,indian
OCLV71owgiaQ_aApvVPO2A,Honmachi,barbeque
Tr5bj3rSbVZqWRheT3-oAg,Bollywood Grill Indian Cusine,indian
ECH0rJpm6jBPiA-T3cJcig,Pizza Patron,pizza
45dBeYgn3Wlqnc4W0HxDPA,Woo Che,barbeque
Vlo4lbkF3gTQv9FkDHlB_Q,Steve-O's New York Pizza,pizza
kYQkPISOL5XQDd_wEWxK0Q,Dickey's Barbecue Pit,barbeque
3KT9nr1FTTAWPSSm_KVWgQ,Shari's Rock & Roll Diner,diners
By_GCpCBPCXMQkEBR4hymQ,Famous Dave's BBQ,barbeque
TSSNmAcPraYae5yprqaEnQ,Sbarro,pizza
0Z1hji18LaNW3Me21oC96g,Outback Steakhouse,steakhouses
elX-wEdhFR8Kg1Ngj4hdNQ,Original Tommy's,burgers
oqOaEEMIAAjoJTWTMzgH7g,Napoli Pizzeria,pizza
NoTvR07WRCv4FAccWu-oTA,Olive Garden Italian Restaurant,italian
V7-f6dE87cNga5dSJ4CuZw,Via Brasil Steakhouse,brazilian
-jbmBxIHXePbW_0PhqodIQ,Binion's Horseshoe Deli,salad
ZY2ipPFrt46kjigW0qbRVg,The Garden Grill,mexican
jV0TnD3sxH7fLu4Pn0BD1Q,Bay City Diner,american (traditional)
81ytc4fGFBqkN3HtEon9qA,Red Sushi Hibachi Grill,japanese
nA1_v_UsZSTeKOwsMk7iSA,Aloha A Go Go,hawaiian
uck7Ak83gz2ejesPzMLTBQ,Olive Garden Italian Restaurant,italian
0jLy2J-6omAKhBDzrNHj9g,Moe's Southwest Grill,mexican
kwEQ3uY9Jwmknb5kNg3UlA,Grand Lux Cafe,american (new)
zBM9uW6oesXcDhuwCQWSEg,Sports Deli,sandwiches
W4_XepgslfUN-8j3iYAXwg,In-N-Out Burger,burgers
GS9BIDELUnYgAKznlpUirA,Wayne's Sushi Bar,sushi bars
HBfqS7Os3_57hWhlGXrPsA,Rampart Buffet,buffets
l_qgSgZfarlgVjYy6NybPw,Off the Strip Bistro & Bar,american (new)
95VRvUdsa3uJtCCaoiOVMQ,Timbers Bar & Grill,american (traditional)
CF3dd_PNGAjK_Lo0eETTUA,The Mad Greek Cafe,mediterranean
yoKSEePEdwJD4t_Vz5iXVw,Auntie Anne's Pretzels,food stands
ZOa7CkROQBhLuATpNHcHgg,Canyon Ranch Grill,american (new)
ywwnswdMkIjYj46qLsNG2w,Mezzo Bistro and Wine,italian
jEPe6jQ5K9zfnLudnnzO2Q,Switch Steak,steakhouses
5AKTjYSVTT4z_yWmTMrEXA,Miko's Izakaya,japanese
3AlN2XZ0I0F8650y2yjLWA,Botero,steakhouses
JsPe2EU2oP5eGyEkX1tYLw,In-N-Out Burger,fast food
fwcoLKfZYMH6nZbAaeD6sw,Society Cafe Encore,american (new)
oug2_Qg9IJbcnUUtfBMQtQ,Luciano's,italian
NWN9J0ehlwqVFXiBl4j5EQ,Carve,steakhouses
D4b5txXN0dJOsw7jZoYkOw,Casa Cocina,mexican
GZtEs_bIcMe8sxJFwZn1XQ,Snaps,american (traditional)
h16e3XoDeeNdWjOT7JtRnw,Sierra Gold,american (new)
3cSnc2Ts0GckC9QRvlQbKA,Noodle Exchange,chinese
9c_9SX-7hB7HW8KatQbD8g,Coronado Cafe,diners
mIUY44NkBL6l5RTyeTzN2Q,Kai Sushi and Steakhouse,japanese
aBznlTI64YiSavS8Vko63Q,H2 EAU,diners
MaIRm1Qo83daU-qQaPdTzA,India's Grill,indian
K8dQr_82-DMpDudEv8PDmw,Egg Works,breakfast & brunch
RhqrOvy6Zr8vn5pJ9PkF1A,Wazuzu,diners
ESlu79Th0bWSPqtPh5rWHA,Fat Boy,mexican
r4VFTmgE_h6n3JnjG-Q-KQ,Forbes KTV Restaurant & Bar,szechuan
t65wgP7lQrCqxjBpMwOdbw,Sinatra,
dAMoHX6zBR4uvwKx6SetmQ,J C Wooloughan Irish Pub,irish
6AmBMN_8KBxjFii4inppJw,BBQ King,barbeque
kALWQ76kSTrt_WhdjLAs3g,Buffet at Asia,chinese
QFmcDvpO1qLbSMtmddxF2Q,Aranya Thai Bistro,thai
jWGm_Wol4qHyi6OHv2dqUA,Galanga Thai Eatery,thai
et-odMgalfrBGzhuMWoy3Q,California Pizza Kitchen,pizza
w14UHRCdBWDTBhWoRq1emw,Mimi's Cafe,french
CBumPtpjISns8paiSwtlLw,Stage Deli,sandwiches
zTyFFxWLPD6jJCVRmn9TMw,M & M Chicken and Waffles,soul food
c_ViLMuxHZ92JWv2BCyr7w,Hawaiian Style Poke,hawaiian
tirnCFwpur4bdtBizlUAnQ,McDonald's,fast food
IV-1NJnGA3O0ZRBrZEWWaA,McDonald's,fast food
7xvtZviJ750uDW2O3KR9tA,Sahara Saloon,american (traditional)
bCRrLdBLel3y73tA8w6C3Q,Beijing Noodle No. 9,chinese
7fuiTVuFt7CTAQRpFQf8DA,Sassy Sal's BBQ,barbeque
cCnQXsHjzKVULUYdG21_yQ,Quiznos,sandwiches
RhbOa-Ft3sZB4B_1j5LfyA,Mr. Mama's,sandwiches
KNOIToiUNm59Tmlq5phYhg,Ibo Turkish and Mediterranean Restaurant,turkish
c6op8GXGXxzeEvl3C3mPXA,TGI Friday's,american (traditional)
lytsOcdjCk9KTf20eHbBFQ,Burke in the Box,american (traditional)
LVUQqdy6sGRXO7UJqhC8-A,Long Life Vege Restaurant,chinese
YSlm_JoOHciVmKNwBaVy7w,Capriotti's,sandwiches
bXsk6XNlq1bjcGc-avDc2w,HARRY O's BBQ,barbeque
bmphS_u3GKdDboTpN4zTww,Deli Den,delis
YLLgpK6W2JSO4QLT-LM2Fw,The Lodge at Grand Teton,american (traditional)
fO4Da8qQtt7pH1WmLWRPvg,Cici's Pizza,pizza
DXut5Gke7XM6oAvoFahFNg,Dennys,american (traditional)
VkPzsY09S4zO0XqhA1mc6Q,Island Flavor,hawaiian
NbqbD0vR84L3VN59J41ePg,Sunset Grill,american (new)
YSFS4VOR4-cgvijfq6gmxw,Little Caesars,pizza
uR96BDuI8YR7gqbc-Ncg9A,Kabob Express,persian/iranian
iixLYn4-HwBUvgS4wQmQKQ,Ports O Call Buffet,chinese
FAencdv8yZkYi1YGdX1dcw,Cafe Siena,american (traditional)
H8MNEORY5wNTC1lQ-p9BuQ,Elena's Restaurant,filipino
_aRnypLaHgZ7E9wZqHilOg,Gyro Time,greek
us7zoME3iW84mo_Ykt2ZLQ,Wok On In,chinese
Uvdw8gzQTPkt7SPmx5W7Eg,T.G.I. Friday's,american (new)
wZIryTDCEYtUvUqIGY9hPA,Ohana Hawaiian Bbq,hawaiian
jUqEkkM233NIJuYHRtfPSg,Alexis Cafe,american (traditional)
52ThhgAweE-ZOhj8ugjS0w,Sakun Thai,thai
VS5fjHl3mtfaaOHI74UoYw,Geisha House Steak & Sushi,japanese
oWiicnW4twnBLFT3sAVpGA,Mr. Beijing,chinese
1TsUj0DVJ0y_bTTdmphmvw,El Patio Mexico,mexican
ZxmKA8b7njab1DNzCEU4Ow,Sushi Kaya,japanese
JFoEf0Kn5GgFIKvAB7DQ3A,Sammy's Woodfired Pizza and Grill,gluten-free
0sGv8StC2mq49VeqevMiQQ,Big Mama's & Papa's Pizzeria,pizza
WfgVmyjy_HyZkvzQPtXcxg,Bar Louie,american (traditional)
SqpICnZPgxUraMDNqu-YwA,Rhythm Kitchen,cajun/creole
lIlaoptZjY7DD4pO0Mk8ow,The Cheesecake Factory,american (new)
Blm61M5ZtwwtUMVYTSTaiQ,Blue Agave,mexican
BTBUbl0ezUSG_NxjfpqD0Q,The Oyster Bar at Terzetto,seafood
4XvyS40Qu6PM1nRgRxzP8Q,Red Apple Grill,barbeque
GmAGA39Wjv3MLT2ju5ALQQ,P F Chang's China Bistro,chinese
AXqrUShDR9R8m5stxKD8QA,Vinny-Boy's Italian Market Place,italian
mtJds7CrgNPAQu2NH63QTQ,Thai Wasabi,asian fusion
p73kWm6xxLuJ_dNl_LuDcQ,Rosati's Pizza,pizza
7PQRP9l2cSSqjbQdsXL8yw,The Edge of Town,american (traditional)
eXY0FZUUVkXXoXt53cUgAQ,Cafe Rio,mexican
iu-GLKS8OOE6jY1Zmf4x4Q,Dennys,
dJ6XrN6xbb9keIbd_Q3VdA,Michoacan Gourmet Mexican Restaurant,mexican
40axkHtNTmROdIMQJ_gOsw,Dong Ting Spring,chinese
E4-5m-mkGoEtxqNQ2ikqLg,Food Express,chinese
Kma0nPwuWfqelROxRIwLRw,On the Border Mexican Grill & Cantina,mexican
CJ8IURVsHxTIu2Kzp2Kumw,Emperor's Buffet,buffets
d-RORs3TaBgYgBb0tLzMIA,Indian Curry Bowl,indian
1dnarzaw3bwFrK38hldi_Q,360 Gourmet Burrito,mexican
W4hVJJcxlVHT2W_DCzTsSQ,Top Notch Barbeque,food stands
y18_x-NKD-V3EiLwkSj8Gw,Hick's H&H BBQ Pit Stop,barbeque
VvX4tzZ8LBoLVkmxEWnZNQ,Pit Boss BBQ,barbeque
K9rlhLtpGjpzcVqZ3qxmug,PT's,american (new)
eskXrZERb01mwHrNKv5eEw,Familia Pizzeria,pizza
n8aEflHJYlK_c7yy8xkwpQ,Broadway Burger Bar & Grill,vegetarian
rYUSp2-7ErGJGi-MSh_H4g,La Cosina Mexican Restaurant,mexican
Xhg93cMdemu5pAMkDoEdtQ,Serendipity 3,american (traditional)
-tsCj7HZ1TT548bcz8U3ZQ,Famous Daves,barbeque
54EUU3wVNm8-GfYQp1cqkw,Evos,fast food
BczVI3UZI9R9AqZVUcH3mA,Springs Cafe by Wolfgang Puck,american (new)
bTaIdTtPQIVaj7GChPXGBA,Sarfino's Pizzeria,pizza
EytlMSvqPGZyAjKetiqBlQ,Mama Cimino's,pizza
AKyTwyfCRHAQ-W4oMRKVtA,Chipotle,mexican
j0Cwi0GmIFEC5g9lHmWb-A,Bally's Steakhouse,steakhouses
UZVuNXCNe4yA-gRsayw1VA,Jody Maroni's Sausage Kingdom,hot dogs
014pkZADThO2BoXFa1tuKg,Promenade Cafe,american (traditional)
f_LpprTSkr8jyQ2uXa9sIg,Cadillac Ranch,american (traditional)
m-akXro6GMgJt627Hc1rGA,Popeyes Chicken and Biscuits,chicken wings
GAMlK2BF5z3H3wUsUJ_hkg,Wienerschnitzel,hot dogs
uY1hOM4pySx07Yle9NGAiQ,Archi's Thai Cafe,thai
A8q8miBWQ5-wgLwuE1L-2Q,Panda Express,chinese
j3xNAQtY6nFLeE6p4TpJoQ,Sammy's LA Pastrami & Burgers,sandwiches
2APLRFL-VCJwZkB-WQe-eA,Rare 120,steakhouses
RSBdMDQF1nYBj7NTUCdxHw,Blue Nile,ethiopian
d7lu4pULWjS02FR-bQJLqQ,Sandai Sushi,sushi bars
EIshA1evDfCTcuI0dYUo7A,Carlito's Burritos,mexican
tc1w6LZUUB9gRMmKYzkIjQ,Chipotle Mexican Grill,tex-mex
lgf63u8_MiHh-7oHEIaHqg,Brooklyn Billy's,sandwiches
QWXeokGH2roLQzLrd0NqJA,Due Pizzeria,pizza
vbuePEUjg869T_HWyz0qCw,Tinoco's Kitchen,american (new)
yBvj8B6e0Bj7TRM2743Afw,Anna's Garden,chinese
0tSPaRpSS_YHLQFcqmAbHA,World's Fare Buffet,buffets
pPDVpf3daNYrV15_qiUKQA,Volcano Grille,japanese
MpVwB1rZc8R8J5v1p9xuYw,Casa Nicola,italian
bt9J3GgjArWCTfyoa3naEw,Parma By Chef Marc,italian
k4neVInMGVKOdW458keDlw,Super B Burrito,mexican
QtWleJLRz8Ub-54oW1EBEQ,CiCi's Pizza,buffets
PmcWlvxkElP0LWwCes8k3A,Cabana Grill,american (traditional)
WmUcv3Pvoc1DyhE_HMNPKw,Dessy B's Steak House,buffets
ehaKxqZX0nn-rvFFhhL0hA,Johnny Rockets,sandwiches
m9K8o-paI6w500w9P8G9pg,Roma Deli II and Wine Shop,italian
U8RIy3r16fmuneo2stVuOA,Hokaido Sushi,sushi bars
jwFhx-zr9y__B-n1jlRNFQ,Vit's Pizza,italian
4wYG8byvCI62xTWKpOSwdQ,McDonalds,fast food
D_BMUHbZk67hzRcK3xQQmg,Mount Everest India's Cuisine,indian
VAeiLMTICw2CSFpy28CsWQ,Krung Siam Thai Restaurant,thai
YBgVpwjdYtEyoW4Tf70qqg,Red Feather Gourmet,greek
0l028v-NfBCDW2sVkfqDRQ,Hamada's Asiana,japanese
sD38Tp5O4W06Bx-DxeW9oQ,barMASA,japanese
Hieqsu3u1peZ2I2jPwiKHw,Jean Georges Steakhouse,steakhouses
9KkLGqb-D-cysttQzIl6ww,Sirio Ristorante,american (new)
_5k83wy9_5NpErw7Ecgt3g,American Fish,american (new)
OiCxoAIoBvEWxf7p1qVVmA,Sage,mediterranean
bGj9djLAHjNR55OXsIDrAg,ARIA Cafe,cafes
zTCCbg7mGslxACL5KlAPIQ,The Buffet at ARIA,buffets
a4cMKOjdVLTmJNhRl6-17g,Lemongrass,thai
hD_tY2zhUv7vMq6e9sg1ug,Denny's,diners
8Pzdk19tA2bKlKDSgwWqoQ,Scarpetta,italian
Ieuv-XET6SR_qIscZzgD-A,Hakkasan Restaurant,chinese
pI70lagk6M2cHExvRGBEyg,Johnny McGuire's Deli,sandwiches
S3iZm7-MKPhvXWZRPqC_Og,Grand Café,cafes
n2vuEfMHtM1ZE2LR9ppLXg,Jacky Chan,chinese
EkjNhGaNLMPjG2cMhdPnog,Subway,sandwiches
tMpFSMGrXz8dzvB9UZ69XA,Pho 87,vietnamese
95zGhhpLipJ-XgUQUoIpNg,Canonita Express,mexican
32f43CI5i1oCleGZG5kQFA,Sammy's Beach Bar & Grill,american (new)
fUvt8TzKQ21NnTSShm7I-g,Aloha Hawaiian BBQ,hawaiian
RUz4d1D83xRRXcc-ffkM5g,Cannery Row Buffet,buffets
RTM18qIdRT4Zt062MaqHXw,Panda Express,chinese
gMhbZgkF6G040yPEXlTBvQ,Paradise Cafe,cafes
JauLZ0TL3D3VIGtSnStzhA,First Food & Bar,american (traditional)
DSmf2pEVsFck1Hc0JBx0Vw,Denny's,american (traditional)
XWgsRwCgUfd5xDdNwGyMTA,Tacos El Compita #2,mexican
BgrYM_W9X_5_fp7ek8zzwQ,El Picante,mexican
IJq0aAlD-johUS4IzJjA1w,A&W All-American Food,american (traditional)
-CAxtEWbiPIJlpbWq4qz2A,Tower Pizzeria,pizza
vN_Dpq_67Um_AA1agBDs3w,Pasta Pirate,american (traditional)
NdQMBelvH0TTe1pIrnFYmA,HK Star,chinese
po3QfLD7vINIFtyYTgkEMQ,Pho Saigon 8,vietnamese
HOrfsgClwysVlDv1Vp7PIg,Da Lat,vietnamese
KIgzEq8CrCLQV7k6Op5NIQ,Dennys,diners
MgMh64Y-gfu7pnak0oqF7g,China One,chinese
EYx9LkprbYnt3gUG_PRdKQ,Krazy Sushi,japanese
THq4W2p3emLdTJEP8f6cbQ,Elements Kitchen & Martini Bar,american (new)
hoy0dMyKvspyMCFanDX2Yg,Samurai Sam's,japanese
K2XRxr7Cvnsz5AoNgrWPLQ,Weinerschnitzel,fast food
esapuP4e4A8FDlBhCE8S-w,Quizno's,fast food
ZWuO-YghNqtcAO7Ar-MFEg,Cheesesteaks Etc.,sandwiches
RCAiM58UdsGl94QA7HeCAQ,Anthony's Coal Fired Pizza,pizza
wtD7EvFhxt8EeNODbl1G_A,Market Grille Cafe,mediterranean
vPnwX30Gn0oa4dVBL0W4Ww,Sura BBQ Buffet,barbeque
N8uXuqa_Pee3PuUD_oU8EQ,The Burger Joint,burgers
RBoU_WZIPnZBNlbb2DHzHA,Sourdough Cafe,diners
CwWLLNmlH6NarP2gsGQTSA,Mizuya,japanese
FdFyXE6qgDSNGyfVzTsJmA,Bella Panini,sandwiches
xj8qUeH_SEUgieSTSwXMvA,Pizza Hut Express,fast food
px45x27eir8RyN6YjX-VWQ,Magnolia's Veranda,american (traditional)
uK02Gc9r2lqgbLoG3aznTg,Harvest Cafe,american (traditional)
U4LQUO2VYiittefTYBd4oQ,Pacific Buffet,buffets
wLK4Ifw0XGlaeOD125PrEQ,Tropical Smoothie Cafe,sandwiches
15srJBiBZBt0iKsWSABwRg,Sushi Bomb,japanese
WcawfXDP0k8UfLyEoz_cvg,Baja Bar & Grill,mexican
6Sju5af4E0CnxngJcE1RPQ,S7 Buffet,buffets
uBXSxanoPdT_Jc_x0_7ggg,Garfield's Restaurant,american (new)
BosUOpPIn6a-jvyakJ-WGg,Mack Ribz BBQ & Louisiana Fried Chicken,barbeque
mnPRnWnNLM5cdjGEteWy7w,Firefly,tapas bars
8x__4Jd-JMoWUYCkv6IJwA,Mastrioni's,italian
sG-fXLyIrR2fBIObuBrkrg,Tverskaya Russian Restaurant,russian
DoDRDIA9FvRJ9Ujj1NpOwA,Burger King,fast food
8lxgsvzSgp3Wqjs9ntaiSA,Huntridge Pharmacy & Soda Fountain,diners
DUDX6e_9RPEdyvyJ88w4sA,Nagoya Japanese Restaurant & Korean BBQ,japanese
5OKffUNl_FrUXTqgZFCejg,Fuddruckers,american (traditional)
0wP1vwgpnRo45coN4G7XZA,Carl's Jr.,fast food
Oqb-MBYAmYUJLKwbwpQUEQ,Lazy Joe's Fish & Chips,fish & chips
3rNsz7qxJTyyQPGUYGDmsg,Maciano's Pizza & Pastaria,italian
GIOrbXyNmF332SWArLURNA,Khotan,asian fusion
htIMKHDjCIHJALQOdY1keA,Xo Chinese Food,chinese
75n7FVIObWM3iMf95duQOw,Queen Of Sheba,ethiopian
9qi6ZfYzjGuwEzQ_FtBBgw,Royal Kabob Restaurant,afghan
NQrkH6JdXrio2agFr1wIAw,Kan Pai Sushi,japanese
3AMFoTdFm7j2bocSpm7Xxw,Barcelona Tapas Restaurant,spanish
etYqrJTCE2_yMxhqdnGd0A,Chicago Brewing Co.,pizza
gOvePNZVP2jU9vnj6gmYqA,McDonald's,fast food
Pzj5ow6I8eQI2iGnFziGLw,Yagyu Yakiniku,barbeque
4wcDUnb2y2fW8sSzFd8EaQ,McDonalds,fast food
Rer910CgwICj8-B1gmc7aQ,Carl's Jr.,fast food
JQpmsTVp3OSfFT6CubgxCQ,Carl's Jr.,fast food
wwpNjF3q72-VPC2pLNve5Q,Carl's Jr.,fast food
joDuKu_ePAOTYTHOS-dyjg,Carl's Jr.,fast food
vYLR2N3cL32e0OQaBpG-ew,Carl's Jr,fast food
XQokPEF3UJU2CIWj8rnv3g,Carl's Jr.,fast food
AQu2QKcPzlSrnw0ZuAuE8Q,High Roller Deli,italian
Tax-j94zbTqxpLtJFG9tgg,Carl's Jr.,fast food
0ik871AZ59p77xpkA0RwSA,Carl's Jr.,fast food
QL-RTNvO62dTFG980arnXw,Carl's Jr.,fast food
BUiiALlrTxLYGGC9KhAkyQ,China Star Buffet,buffets
O8BRzdXLBzu6K4Sm32fxng,Sbarro,pizza
0jq5ZFLRqAAujEuymdPu4g,MOzen Bistro,japanese
ME8gcI4BXjmFq7zEMtk3ag,Hard Rock Cafe,american (traditional)
EtWH--gCfZ7wn9DT1gCafQ,Nathan's Famous,hot dogs
e9rkmFxZgEx73ps1UNbtNA,The Saucy Tomato,gluten-free
qQNjHyoFL3_0xugLf8sM2A,In-N-Out Burger,fast food
jiXsSkXDx60rafcprwNqpA,The Flame Steakhouse,steakhouses
h3Gs2V8bBGNC2TLr3Ng23A,Auntie Anne's Soft Pretzel,food stands
HS_MLHSdqIsZnzdzv-XmFg,McDonald's,fast food
PquWeh1M1_y2D6C5kYOevA,Roberto's Taco Shop,mexican
XpdKTCAPOSUj50fTnW94aA,Ciao Ciao Pizza,pizza
dwJKxmnu0jZ2tQDuqJ_Zsw,Namaste Indian Cuisine,indian
NjI3elI6tZV_aIRxbDFw1g,Pizzeria Enzo Restaurant,italian
fFBka7NGR463DLhwxckzcA,Corner Thai Kitchen,thai
mzQp4bnowm0ELC7aJOqpLQ,Ginseng 3,chinese
uLJirdITHvQLKWIW6kKoWw,Grind Burger Bar and Lounge,burgers
ukQM_fKwj9go1fxFODynAQ,Albo Pizza,pizza
GPAXhDmvWwp2g7fOutoDQQ,Boardhouse Serious Sandwiches,sandwiches
54_mej5zTsyf9KoohdA3hg,McDonald's,fast food
Z6aaze-cgaYKKXlpuH9LqA,Glazier's Food Marketplace,delis
0gsYv0BRBxd5wDYDsB9wDw,Jollibee,fast food
8sV6eqDo5X8KgRjkEBpVzA,Mcdonald's,fast food
aOxyvODx3QeaE-jpw92hzw,Jumbo Super Buffet,chinese
Iv68yYa5xgDD_8Jl2uJbLA,Legends Steak and Seafood,steakhouses
sa4Q_SEicWcC5Xd4di5lPQ,Havana Go Go,cuban
EUmfOpiQxJ5yaEMypI30gQ,Leticia's Mexican Cocina,mexican
BY5vQCkob7bO7S-9Z8QQZA,MIX 94.1's Bite Of Las Vegas,american (new)
mMbEPzRrRTKhSVb-rOgdUw,E-Jo Korean Restaurant,korean
3SrWEUCWNy4lDq7ElWmtwA,Mad Pita Express,mediterranean
5j42VVdxGvMutcS44ZlWaw,Mamita's,food stands
wdjehzTZcqSzYRKSy2S7UQ,Taqueria Los Parados,mexican
n0p8WRWAT5W6Ea3bcDJdqw,Capriotti's Sandwich Shop,salad
FwYIyHrdkkB28wbbEDJ9Hg,Streets of New York,sandwiches
9_FIneSa_gZp56_RO1Zhkw,Port of Subs,sandwiches
9b7MUe2D37ZSJ6RegW-SWA,McDonald's,fast food
lvXTTRMIlSCZ8uOgRg6s9g,Cajun Crawfish,cajun/creole
aUf8ft9oEJeaGlTrQDVP9Q,Tropical Smoothie Cafe,sandwiches
yk9R3XBW6-zqrS3VIhkLFQ,China A GoGo,chinese
_2FUpthYr7h9VLNbe9Gxyw,Porchlight Grille,american (traditional)
QD8wcMoJ7YPBCA5uKA27zg,Ambrosia Café,mediterranean
KcSJUq1kwO8awZRMS6Q49g,Pink's Hot Dogs,hot dogs
ylYhDUedhhG4WlcjvFq4Cw,The Bagel Cafe,cafes
Sz46GVteyTbGQhA76HmleQ,Griddlecakes,american (traditional)
xheJf3qJLLf4-Ck8ay3GFg,Cabo Wabo Cantina,mexican
2sn5BECdlYxqQlw1VODDoA,Wendy's Noodle Cafe,chinese
mluXr2s7UlY0yEftjB5T8w,TPC Grille,brasseries
bZiKrJSmW1--q4VB7aA97Q,Super Burrito,mexican
Lp-A-JNRUUH72uou5-pMtQ,Lola's,cajun/creole
84P81rt77GXdsRI7MpIlLw,Rounders,american (traditional)
xoYY0F5hrs00h285tWmZZA,Pizza Place,sandwiches
m6JwiGrKrs0XCmH9ij3fmA,The Sporting House Bar & Grill,american (new)
h_1xOfqdfxqNlGOG1oMwKQ,Goldilocks Bake Shop,filipino
y-mae7E1GabtYgVwhiWnXQ,Cugino's Pizzeria,pizza
kjNQIbcVxCcZJFpTUYvE9w,Waffles Cafe,breakfast & brunch
UFyNuxNcuoJ6peYZANEh5w,d.Vino,italian
Q5Ndbf-kGsUMAQrG8aoDkw,Beso Steakhouse,steakhouses
RJquknTxmUKhbziIS9hSnw,Mandarin Oriental Tea Lounge,tapas bars
sJg0ELnsDeuFUJcVubF98g,Kabuki Dining Bar,japanese
rKOSmt3oKFUaHHN0Y_YOHg,Chart House,steakhouses
JyOWfIFwzz1rq_NUdwXMRQ,Dad's Grilled Cheese,sandwiches
z67yrh03lRSANrpPsRcTfw,Grimaldi's Pizzeria,pizza
C9GQcIqPYHO0HTX2IH2Gkw,Mad Onion,american (traditional)
fn3O1E8rwu673ifipPXPvQ,Einstein Bros Bagels,breakfast & brunch
pU8beAibeYjH5-KTsJqVYg,BB King's Blues Club,southern
CMtl40yu6s1vB0bOjP0C_w,Silk Road,american (new)
44LXMxCJo1tqmCpVq_cwbQ,Benjarong Authentic Thai Cuisine,thai
BqD7X5CHXnJ14YbBBlLx1w,Julian Serrano,spanish
opHJx-AhrybR3mhMRRZF6w,Cana Latin Kitchen & Bar,latin american
cMr1t7WlChRhfh3rzsVY1Q,Chili's Restaurant,american (traditional)
8_7FOY-N7MVhNM1F-PbAoQ,Union Restaurant & Lounge,american (new)
tLwU1rOIqNmaP7e8e-0VEA,Fuji San,japanese
U-bjx_yXSo7KtJS8CBFr_w,Kusina Ni Lorraine,filipino
BYe8zZeHoap-cdYtlJOz0Q,Coco's Family Restaurant,american (traditional)
VnTREYYq-cquQ3f2re8iBg,Blossom,chinese
swVh8vZEplsQnGoGOt_ABg,Amore Patisserie,
LXrq0Fw6MCz70KMA928ldQ,Herbs & Rye,italian
jh3envcc9pXs_LuR43qQ3A,Sweet Chill,sandwiches
OHsuvX4rmhnPvvRBb-QK7A,Baguette Cafe,sandwiches
EZj6TccVNlvYLSEI6dbyeQ,Skybox Sports Bar & Grill,burgers
uFi6gZIorIy9WGkCxnGrdQ,Wasabi Jane's Rice & Noodle Works,chinese
9KT-mwtptjoiObuDQUTK5A,Sushi Avenue 2,sushi bars
8ezD9Q-jRLNXbQd1nRceFQ,Johnny Rockets,sandwiches
Fc7OrZXf4Welvt9TJ7K-sg,India Masala,indian
FC4q3hJyF8oo984xoo3RMg,808 Sushi,sushi bars
wXKNBXkSlJsRz5ONFnEp6Q,Rosati's Pizza,pizza
eDU07yr3hXGMdwJYwDxFsQ,Varadero Cuban Restaurant,cuban
iW4T61MZ_YPe3bLUjLEHbQ,Not Your Average Deli,delis
PGkKmZIK_tCMbLPy1BRwMg,New York Chinese Restaurant,chinese
qCDUldhRjpbAtiU7WsMCdA,Don Tortaco,mexican
wlc1TDMl44UGLI__WuKtkQ,Pho Village,vietnamese
ExjZ-Q_8hejt5S43ycbkFw,Las Gorditas,mexican
fJX4coaMuEwipbQlkhskWQ,Pumi Express,chinese
J_Z_XLjhhtTNOupOwemDqg,Blueberry Hill Family Restaurant,american (traditional)
VvfTacd7IKQkk-X89kWqVw,Sofia's Pizza,pizza
kexxnmOUN1BPeTQlDshNow,Sushi Banzai,japanese
3ax5VsgwzNRAjrWcozCPBw,Capriotti's Sandwich Shop,sandwiches
0FfB4c7KABDCFITS4rPY_Q,Thai Original BBQ Restaurant,barbeque
QbmcCE_cLq4WO8ZMKImaLw,Hash House A Go Go,american (new)
Y4lHYb28Uj2W4E9moKcfCw,Tokyo Sushi House,japanese
D-j9DMfwe7fqhI2yXNrgiQ,Canal Street,steakhouses
1U1GRksKXF7q8FKcW0e5VQ,Mastro's Ocean Club,steakhouses
mRSPWLcmFH8pf4_sy_znRA,Afandi Restaurant and Market,middle eastern
E4FFkjh-QpNxcTtMGItq2w,Momoyama Sushi,japanese
OatOo0zMy8tKiW2msG8HVA,Metro Pizza,pizza
0H7ewZ656xM0bulSMowWtQ,Sagos Baja Tavern & Lounge,american (new)
AEJTaKJx1CayETLF1weeFQ,Hitchin Post Saloon & Steakhouse,steakhouses
8mdmNYc1S1OyKoj4MkaJ7A,Jalapeno Grill,mexican
jHyatTHCKQXfuxEBP36-Uw,Carmine's Pizza Kitchen,pizza
U0aLdc-PW44iiI4NzNCjZQ,Martorano's,italian
ArhWxXLmPiyShXwBQvoUUw,Lulu Hawaiian Bbq,hawaiian
kMugPCLZw8-NJCdBEo-wjw,Red Ribbon,filipino
LDRAVhMLceQ8fBLI44E8Ew,Planet Hollywood,american (traditional)
T7oEu7M8SENdblqT31GjpA,Popeyes Chicken & Biscuits,chicken wings
dCANYemt3wxhsI8J824KUw,Del Taco,mexican
xtuiOHwL5HmVINb9XZvc9g,Bonzai Bob's,american (new)
RqqjrSEg-JMfXDG7mzpqoQ,Miles Bake Shop & Hawaiian Foods,hawaiian
wBvd2Cj88cR7iGT44fauaw,Port of Subs,sandwiches
